Reviews,Ratings
"
  Awesome look and good phone
",5.0 out of 5 stars
"
  Worst phone
",1.0 out of 5 stars
"
  Over priced
",3.0 out of 5 stars
"
  Great phone
",4.0 out of 5 stars
"
  best software experience and natural camera
",5.0 out of 5 stars
"
  I don't like selfie camera quality
",3.0 out of 5 stars
"
  Their is nothing new feature wast of money
",1.0 out of 5 stars
"
  Battery life not more than 1 and 1/2 days.
",5.0 out of 5 stars
"
  No battery backup",4.0 out of 5 stars
"
  It's is a better idea 💡 one puls phone 📱
",5.0 out of 5 stars
"
  Not good and clean as heard about one plus
",3.0 out of 5 stars
"
  User Interface is good and good experience
",5.0 out of 5 stars
"
  Nice mobile battery is good worth of money
",5.0 out of 5 stars
"
  Over-all happy but camera need improvement
",5.0 out of 5 stars
"
  Charger is not good.but charger is problem
",3.0 out of 5 stars
"
  Good product but low buget
",1.0 out of 5 stars
"
  Low light camera in mobile
",4.0 out of 5 stars
"
  It has good battery camera and fingerprint
",4.0 out of 5 stars
"
  Best processor",5.0 out of 5 stars
"
  Wrost phone not charging screen flickering
",1.0 out of 5 stars
"
  Overall nice phond
",4.0 out of 5 stars
"
  Very Much liked it
",5.0 out of 5 stars
"
  Mid range best smart phone
",4.0 out of 5 stars
"
  Good phone
",4.0 out of 5 stars
"
  Nice Phone
",5.0 out of 5 stars
"
  Good phone
",5.0 out of 5 stars
"
  Do not buy
",1.0 out of 5 stars
"
  Camera quality is not as per expextation.
",3.0 out of 5 stars
"
  One plus nord is better than this nord ce
",1.0 out of 5 stars
"
  WhatsApp not working well it's disgusting
",2.0 out of 5 stars
"
  Nice both camera quality and battery life
",5.0 out of 5 stars
"
  Overall it's a good phone in this budget.
",5.0 out of 5 stars
"
  Very Happy with the phone",5.0 out of 5 stars
"
  Camera avg , but overall phone too good..
",4.0 out of 5 stars
"
  Best at its price range..
",5.0 out of 5 stars
"
  Wost camera west of money
",1.0 out of 5 stars
"
  Camera quality is best 12
",4.0 out of 5 stars
"
  Some app can't find easy.
",5.0 out of 5 stars
"
  Battery back up very poor
",3.0 out of 5 stars
"
  Bakwas camera bakwas  phone paisa barbadd
",1.0 out of 5 stars
"
  Finge print reader some times not working
",5.0 out of 5 stars
"
  Low performance..
",1.0 out of 5 stars
"
  Very nice  Mobile
",5.0 out of 5 stars
"
  Battery life is very poor
",1.0 out of 5 stars
"
  Fantastic
",4.0 out of 5 stars
"
  Don't go for this phone..
",1.0 out of 5 stars
"
  It's a gold standard of midrange
",5.0 out of 5 stars
"
  Satisfied with phone performance
",5.0 out of 5 stars
"
  Good quality mobile in mid range
",4.0 out of 5 stars
"
  Speed is little so as expected..
",3.0 out of 5 stars
"
  Battery is not good drain fastly
",4.0 out of 5 stars
"
  Battery performance is not upto tha mark
",3.0 out of 5 stars
"
  It's the best mobile in this price range
",4.0 out of 5 stars
"
  No inbuilt Alexa, false commitment by 1+
",1.0 out of 5 stars
"
  Everything about this phone is top notch
",5.0 out of 5 stars
"
  Nice mobile in this cost
",5.0 out of 5 stars
"
  One plus a perfect phone
",5.0 out of 5 stars
"
  Very slow charging speed
",3.0 out of 5 stars
"
  This phone so smooth & very good
",4.0 out of 5 stars
"
  Very Bad performance and battery back up
",1.0 out of 5 stars
"
  Good camera and OS .. but prize was high
",4.0 out of 5 stars
"
  Mobile good but front camera results bad
",5.0 out of 5 stars
"
  Not good processing and quality 👎👎👎👎
",1.0 out of 5 stars
"
  Only brand but it's very disappointed me
",1.0 out of 5 stars
"
  Beast phone ever
",5.0 out of 5 stars
"
  Osm",5.0 out of 5 stars
"
  Good nice mobile
",5.0 out of 5 stars
"
  Excellent mobile
",5.0 out of 5 stars
"
  Not good
",2.0 out of 5 stars
"
  Good one
",5.0 out of 5 stars
"
  Good one
",4.0 out of 5 stars
"
  Battery is not working properly
",2.0 out of 5 stars
"
  Video call quality is not good.
",3.0 out of 5 stars
"
  Phone is too good. Thans amazon
",5.0 out of 5 stars
"
  Battery and function of system.
",3.0 out of 5 stars
"
  Phone Hanging and Touch issues..,
",1.0 out of 5 stars
"
  Worst experience. Total waste of money.
",1.0 out of 5 stars
"
  Product is super and value for money 👍
",5.0 out of 5 stars
"
  It's very amazing and beautiful😍 phone
",5.0 out of 5 stars
"
  Awesome",5.0 out of 5 stars
"
  It's more featured less budgeted mobile
",5.0 out of 5 stars
"
  I think phone is to lo in specification
",3.0 out of 5 stars
"
  Not good it's hanging on middle of call
",2.0 out of 5 stars
"
  Worst service from one plus ever i seen
",1.0 out of 5 stars
"
  Cemara clarity very low
",3.0 out of 5 stars
"
  Camera quality is nice.
",5.0 out of 5 stars
"
  Very smooth to operate.
",4.0 out of 5 stars
"
  Good one in the segment
",5.0 out of 5 stars
"
  Excellent phone by One plus....
",5.0 out of 5 stars
"
  Camera Quality not as expected.
",3.0 out of 5 stars
"
  This is amazing product got from Amazon
",5.0 out of 5 stars
"
  Not found any impressive as per costing
",3.0 out of 5 stars
"
  Could be better
",3.0 out of 5 stars
"
  Value for money
",3.0 out of 5 stars
"
  Excellent Phone
",5.0 out of 5 stars
"
  Worthy product.
",5.0 out of 5 stars
"
  Dislike
",1.0 out of 5 stars
"
  Average
",4.0 out of 5 stars
"
  Good Phone in this price range
",5.0 out of 5 stars
"
  Charging issue don't go for it
",1.0 out of 5 stars
"
  Battery is good. Touch smooth.
",5.0 out of 5 stars
"
  Great look and charging system
",5.0 out of 5 stars
"
  Perfect OnePlus mobile to under budget
",5.0 out of 5 stars
"
  This is one of the best product for me
",5.0 out of 5 stars
"
  I like one plus but performance is bad
",1.0 out of 5 stars
"
  Till now amazing phone
",5.0 out of 5 stars
"
  Don't buy..it's waste of money
",3.0 out of 5 stars
"
  Good condition
",5.0 out of 5 stars
"
  Awesome 🥳🥳🥳
",5.0 out of 5 stars
"
  Normal
",2.0 out of 5 stars
"
  Best product one plus nord CE
",4.0 out of 5 stars
"
  Very Nice Device with Good OS
",5.0 out of 5 stars
"
  Not like company is claiming.
",3.0 out of 5 stars
"
  Very nice 👌 Mobile under 25k
",4.0 out of 5 stars
"
  Great phone under this price.
",5.0 out of 5 stars
"
  Camera quality is not up to the mark.
",2.0 out of 5 stars
"
  Works very good but but lag somwhere.
",5.0 out of 5 stars
"
  Front camera quality was not good ...
",1.0 out of 5 stars
"
  Camera quality and battery life waste
",2.0 out of 5 stars
"
  Not upto mark,performance is not good
",2.0 out of 5 stars
"
  awasome performance with killer loos.
",5.0 out of 5 stars
"
  No Alert Slider this is the only bad.
",5.0 out of 5 stars
"
  Best product in this price with brand
",5.0 out of 5 stars
"
  Nice product and look
",5.0 out of 5 stars
"
  Good phone by OnePlus
",5.0 out of 5 stars
"
  Battery package issue
",1.0 out of 5 stars
"
  Good product, value for money
",4.0 out of 5 stars
"
  Poor battery life poor camera
",1.0 out of 5 stars
"
  Please don't waste your money
",1.0 out of 5 stars
"
  Its Good But Camera Its not 100% Good
",5.0 out of 5 stars
"
  Overhyped and overpriced according me
",3.0 out of 5 stars
"
  Excellent phone all time best oneplus
",5.0 out of 5 stars
"
  West of Money.... Poor Camera Quality
",1.0 out of 5 stars
"
  Awesome phone
",5.0 out of 5 stars
"
  Super Quality
",5.0 out of 5 stars
"
  Best in price
",5.0 out of 5 stars
"
  Work smoothly
",5.0 out of 5 stars
"
  Worst
",1.0 out of 5 stars
"
  Review in one word: A Blast.
",5.0 out of 5 stars
"
  Good but improve the quality
",4.0 out of 5 stars
"
  Camera quality is very poor.
",3.0 out of 5 stars
"
  Battery draining little fast
",5.0 out of 5 stars
"
  Awesome bettry life n Camera quality
",5.0 out of 5 stars
"
  Front camera not clarity battery low
",1.0 out of 5 stars
"
  Battery drains fast, phone gets heat
",3.0 out of 5 stars
"
  Camera quality expected much better.
",3.0 out of 5 stars
"
  Gorgeous phone ... Supb,😘😘 love it
",5.0 out of 5 stars
"
  No satisfied Camra photo and picture
",3.0 out of 5 stars
"
  Back camera is not upto expectation.
",4.0 out of 5 stars
"
  All features super.best budget phone
",5.0 out of 5 stars
"
  Battery Charging much faster
",4.0 out of 5 stars
"
  Camera dislike, battery life is good
",3.0 out of 5 stars
"
  Excellent phone in this price range.
",5.0 out of 5 stars
"
  Low budget is nice pH oneplus thanks
",5.0 out of 5 stars
"
  Amazing phone at an affordable price
",5.0 out of 5 stars
"
  Worst phone.
",1.0 out of 5 stars
"
  Less battery
",4.0 out of 5 stars
"
  Vgood
",5.0 out of 5 stars
"
  Nice
",5.0 out of 5 stars
"
  Best
",5.0 out of 5 stars
"
  Good
",4.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",5.0 out of 5 stars
"
  Good
",4.0 out of 5 stars
"
  Good mobile value for money
",5.0 out of 5 stars
"
  Excellent product & service
",5.0 out of 5 stars
"
  Front camera is low quality
",1.0 out of 5 stars
"
  Good Mobile value for money
",5.0 out of 5 stars
"
  Nice phone andit is worthy.
",5.0 out of 5 stars
"
  Best battery and chargering
",5.0 out of 5 stars
"
  Not good name dubo diya one plus ka
",2.0 out of 5 stars
"
  Super mobile and very premieam look
",5.0 out of 5 stars
"
  Mobile quality is not much expected
",3.0 out of 5 stars
"
  VERY FAST .VERY NICE CAMERA QUALITY
",5.0 out of 5 stars
"
  Overall average phone in this prize
",4.0 out of 5 stars
"
  unhappy with battery life... sad :(
",2.0 out of 5 stars
"
  Best user experience
",5.0 out of 5 stars
"
  Excellent phone....
",5.0 out of 5 stars
"
  Very good impressed
",5.0 out of 5 stars
"
  Selfie camera not satisfied
",4.0 out of 5 stars
"
  Very good mobile under 25 k
",5.0 out of 5 stars
"
  best result of this mobile.
",4.0 out of 5 stars
"
  Very slow processor..didnt expected
",1.0 out of 5 stars
"
  All features of one + was excellent
",5.0 out of 5 stars
"
  So much Smoother to operate
",4.0 out of 5 stars
"
  Waste model
",1.0 out of 5 stars
"
  Mobile is lightweight battery good
",5.0 out of 5 stars
"
  Full of bugs phone it is !",2.0 out of 5 stars
"
  nice phone as excepted",5.0 out of 5 stars
"
  Thek thak hiii ha kuch khas nii ha
",3.0 out of 5 stars
"
  Plz buy atleast one time osm phone
",5.0 out of 5 stars
"
  At this price point, phone is good
",5.0 out of 5 stars
"
  Worst display , not work for money
",1.0 out of 5 stars
"
  Phone is heating like fire
",1.0 out of 5 stars
"
  All over mobile is so good
",5.0 out of 5 stars
"
  Did not meet expectations.
",3.0 out of 5 stars
"
  Not as good as it's price.
",4.0 out of 5 stars
"
  Sleek design, good battery
",3.0 out of 5 stars
"
  This not an oneplus camera
",2.0 out of 5 stars
"
  Very power quality
",1.0 out of 5 stars
"
  Amazing experience
",5.0 out of 5 stars
"
  Fingerprint better
",4.0 out of 5 stars
"
  Camera is great.Best mobile in 20k
",4.0 out of 5 stars
"
  Excellent mobile go for it
",5.0 out of 5 stars
"
  Poor sound quality and poor camera
",2.0 out of 5 stars
"
  Phone is hang battery life  not ok
",1.0 out of 5 stars
"
  Not 1+mark
",3.0 out of 5 stars
"
  Best Phone
",5.0 out of 5 stars
"
  Perfect ❤️
",5.0 out of 5 stars
"
  Good phone
",5.0 out of 5 stars
"
  Excellent product.
",5.0 out of 5 stars
"
  Battery charging very poor
",1.0 out of 5 stars
"
  Ok
",5.0 out of 5 stars
"
  Ok
",4.0 out of 5 stars
"
  phone hanged and no return policy
",1.0 out of 5 stars
"
  AWESOME PRODUCT IN VERY LOW PRICE
",5.0 out of 5 stars
"
  I extremely like one plus nord ce
",5.0 out of 5 stars
"
  Touch screen not working properly
",1.0 out of 5 stars
"
  Super experience with this mobile
",5.0 out of 5 stars
"
  Nice product at affordable prices
",5.0 out of 5 stars
"
  Excellent Charging system
",5.0 out of 5 stars
"
  Good phone within budget.
",5.0 out of 5 stars
"
  Fantastic phone..
",5.0 out of 5 stars
"
  Like this product
",5.0 out of 5 stars
"
  Can't pair it with Boat Airdrops.
",4.0 out of 5 stars
"
  Camera very nice battery life god
",5.0 out of 5 stars
"
  Nise phon
",5.0 out of 5 stars
"
  Very Good
",3.0 out of 5 stars
"
  Excellent
",5.0 out of 5 stars
"
  Excellent
",5.0 out of 5 stars
"
  Very like
",5.0 out of 5 stars
"
  It's very light weight it's good
",5.0 out of 5 stars
"
  My 5years old boy can’t break it
",5.0 out of 5 stars
"
  Battrybackup and heating problem
",1.0 out of 5 stars
"
  Performance & processor is cheap
",1.0 out of 5 stars
"
  All are good as expected
",4.0 out of 5 stars
"
  Battery is draining fast
",4.0 out of 5 stars
"
  Substandard performance.
",1.0 out of 5 stars
"
  Very bad camera quality.
",2.0 out of 5 stars
"
  Never try this at home😂
",2.0 out of 5 stars
"
  Good performance
",3.0 out of 5 stars
"
  Good product in reasonable price
",4.0 out of 5 stars
"
  Worst phone dont buy poor camera
",1.0 out of 5 stars
"
  Ok, good
",4.0 out of 5 stars
"
  Good one
",4.0 out of 5 stars
"
  Too good
",5.0 out of 5 stars
"
  Not good
",1.0 out of 5 stars
"
  Battery heating slow profomance
",5.0 out of 5 stars
"
  Best quality and Good services.
",5.0 out of 5 stars
"
  It is a great product I like it
",4.0 out of 5 stars
"
  Phone is too hang while calling
",1.0 out of 5 stars
"
  Phone is awesome except camera…
",4.0 out of 5 stars
"
  One plus hai ye nam hi kafi hai
",3.0 out of 5 stars
"
  Overall fantastic phone
",4.0 out of 5 stars
"
  Very bad camera quality
",1.0 out of 5 stars
"
  Best mobile ,best price
",5.0 out of 5 stars
"
  Nice product keep it up
",5.0 out of 5 stars
"
  Battery draining fast..
",1.0 out of 5 stars
"
  Very bad camera quality
",1.0 out of 5 stars
"
  Awesome liked it superb
",5.0 out of 5 stars
"
  It's Good Phone Overall
",5.0 out of 5 stars
"
  Not as good as expected
",3.0 out of 5 stars
"
  I will recommend to buy
",2.0 out of 5 stars
"
  Overall not met oneplus
",1.0 out of 5 stars
"
  Wasted my money
",3.0 out of 5 stars
"
  Not good mobile
",1.0 out of 5 stars
"
  Super Very nice
",5.0 out of 5 stars
"
  Value for money
",4.0 out of 5 stars
"
  Value for money
",4.0 out of 5 stars
"
  Slowest ONEPLUS i have ever use
",1.0 out of 5 stars
"
  Super",5.0 out of 5 stars
"
  Need to increase camera quality
",5.0 out of 5 stars
"
  battery performance is very bad
",1.0 out of 5 stars
"
  Accha h but lag krta h thoda sa
",5.0 out of 5 stars
"
  Average
",5.0 out of 5 stars
"
  Awesome
",4.0 out of 5 stars
"
  Worth for money
",5.0 out of 5 stars
"
  I totally dislike this priduct
",1.0 out of 5 stars
"
  Charger addeperter not working
",1.0 out of 5 stars
